dateRep,Cases,Deaths,Countries_and_territories,Continent
2020-05-08,171,2,Afghanistan,Asia
2020-05-07,168,9,Afghanistan,Asia
2020-05-06,330,5,Afghanistan,Asia
2020-05-05,190,5,Afghanistan,Asia
2020-05-04,235,13,Afghanistan,Asia
2020-05-03,134,4,Afghanistan,Asia
2020-05-02,164,4,Afghanistan,Asia
2020-05-01,222,4,Afghanistan,Asia
2020-04-30,122,0,Afghanistan,Asia
2020-04-29,124,3,Afghanistan,Asia
2020-04-28,172,0,Afghanistan,Asia
2020-04-27,68,10,Afghanistan,Asia
2020-04-26,112,4,Afghanistan,Asia
2020-04-25,70,1,Afghanistan,Asia
2020-04-24,105,2,Afghanistan,Asia
2020-04-23,84,4,Afghanistan,Asia
2020-04-22,61,1,Afghanistan,Asia
2020-04-21,35,2,Afghanistan,Asia
2020-04-20,88,3,Afghanistan,Asia
2020-04-19,63,0,Afghanistan,Asia
2020-04-18,51,1,Afghanistan,Asia
2020-04-17,10,4,Afghanistan,Asia
2020-04-16,70,2,Afghanistan,Asia
2020-04-15,49,2,Afghanistan,Asia
2020-04-14,58,3,Afghanistan,Asia
2020-04-13,52,0,Afghanistan,Asia
2020-04-12,34,3,Afghanistan,Asia
2020-04-11,37,0,Afghanistan,Asia
2020-04-10,61,1,Afghanistan,Asia
2020-04-09,56,3,Afghanistan,Asia
2020-04-08,30,4,Afghanistan,Asia
2020-04-07,38,0,Afghanistan,Asia
2020-04-06,29,2,Afghanistan,Asia
2020-04-05,35,1,Afghanistan,Asia
2020-04-04,0,0,Afghanistan,Asia
2020-04-03,43,0,Afghanistan,Asia
2020-04-02,26,0,Afghanistan,Asia
2020-04-01,25,0,Afghanistan,Asia
2020-03-31,27,0,Afghanistan,Asia
2020-03-30,8,1,Afghanistan,Asia
2020-03-29,15,1,Afghanistan,Asia
2020-03-28,16,1,Afghanistan,Asia
2020-03-27,0,0,Afghanistan,Asia
2020-03-26,33,0,Afghanistan,Asia
2020-03-25,2,0,Afghanistan,Asia
2020-03-24,6,1,Afghanistan,Asia
2020-03-23,10,0,Afghanistan,Asia
2020-03-22,0,0,Afghanistan,Asia
2020-03-20,0,0,Afghanistan,Asia
2020-03-19,0,0,Afghanistan,Asia
2020-03-18,1,0,Afghanistan,Asia
2020-03-17,5,0,Afghanistan,Asia
2020-03-16,6,0,Afghanistan,Asia
2020-03-15,3,0,Afghanistan,Asia
2020-03-11,3,0,Afghanistan,Asia
2020-03-08,3,0,Afghanistan,Asia
2020-03-02,0,0,Afghanistan,Asia
2020-03-01,0,0,Afghanistan,Asia
2020-02-29,0,0,Afghanistan,Asia
2020-02-28,0,0,Afghanistan,Asia
2020-02-27,0,0,Afghanistan,Asia
2020-02-26,0,0,Afghanistan,Asia
2020-02-25,1,0,Afghanistan,Asia
2020-02-24,0,0,Afghanistan,Asia
2020-02-23,0,0,Afghanistan,Asia
2020-02-22,0,0,Afghanistan,Asia
2020-02-21,0,0,Afghanistan,Asia
2020-02-20,0,0,Afghanistan,Asia
2020-02-19,0,0,Afghanistan,Asia
2020-02-18,0,0,Afghanistan,Asia
2020-02-17,0,0,Afghanistan,Asia
2020-02-16,0,0,Afghanistan,Asia
2020-02-15,0,0,Afghanistan,Asia
2020-02-14,0,0,Afghanistan,Asia
2020-02-13,0,0,Afghanistan,Asia
2020-02-12,0,0,Afghanistan,Asia
2020-02-11,0,0,Afghanistan,Asia
2020-02-10,0,0,Afghanistan,Asia
2020-02-09,0,0,Afghanistan,Asia
2020-02-08,0,0,Afghanistan,Asia
2020-02-07,0,0,Afghanistan,Asia
2020-02-06,0,0,Afghanistan,Asia
2020-02-05,0,0,Afghanistan,Asia
2020-02-04,0,0,Afghanistan,Asia
2020-02-03,0,0,Afghanistan,Asia
2020-02-02,0,0,Afghanistan,Asia
2020-02-01,0,0,Afghanistan,Asia
2020-01-31,0,0,Afghanistan,Asia
2020-01-30,0,0,Afghanistan,Asia
2020-01-29,0,0,Afghanistan,Asia
2020-01-28,0,0,Afghanistan,Asia
2020-01-27,0,0,Afghanistan,Asia
2020-01-26,0,0,Afghanistan,Asia
2020-01-25,0,0,Afghanistan,Asia
2020-01-24,0,0,Afghanistan,Asia
2020-01-23,0,0,Afghanistan,Asia
2020-01-22,0,0,Afghanistan,Asia
2020-01-21,0,0,Afghanistan,Asia
2020-01-20,0,0,Afghanistan,Asia
2020-01-19,0,0,Afghanistan,Asia
2020-01-18,0,0,Afghanistan,Asia
2020-01-17,0,0,Afghanistan,Asia
2020-01-16,0,0,Afghanistan,Asia
2020-01-15,0,0,Afghanistan,Asia
2020-01-14,0,0,Afghanistan,Asia
2020-01-13,0,0,Afghanistan,Asia
2020-01-12,0,0,Afghanistan,Asia
2020-01-11,0,0,Afghanistan,Asia
2020-01-10,0,0,Afghanistan,Asia
2020-01-09,0,0,Afghanistan,Asia
2020-01-08,0,0,Afghanistan,Asia
2020-01-07,0,0,Afghanistan,Asia
2020-01-06,0,0,Afghanistan,Asia
2020-01-05,0,0,Afghanistan,Asia
2020-01-04,0,0,Afghanistan,Asia
2020-01-03,0,0,Afghanistan,Asia
2020-01-02,0,0,Afghanistan,Asia
2020-01-01,0,0,Afghanistan,Asia
2019-12-31,0,0,Afghanistan,Asia
2020-05-08,10,0,Albania,Europe
2020-05-07,12,0,Albania,Europe
2020-05-06,17,0,Albania,Europe
2020-05-05,8,0,Albania,Europe
2020-05-04,6,0,Albania,Europe
2020-05-03,7,0,Albania,Europe
2020-05-02,9,0,Albania,Europe
2020-05-01,7,0,Albania,Europe
2020-04-30,16,1,Albania,Europe
2020-04-29,14,2,Albania,Europe
2020-04-28,10,0,Albania,Europe
2020-04-27,14,1,Albania,Europe
2020-04-26,34,0,Albania,Europe
2020-04-25,15,0,Albania,Europe
2020-04-24,29,0,Albania,Europe
2020-04-23,25,1,Albania,Europe
2020-04-22,25,0,Albania,Europe
2020-04-21,22,0,Albania,Europe
2020-04-20,14,0,Albania,Europe
2020-04-19,9,0,Albania,Europe
2020-04-18,21,0,Albania,Europe
2020-04-17,24,1,Albania,Europe
2020-04-16,19,1,Albania,Europe
2020-04-15,8,1,Albania,Europe
2020-04-14,21,0,Albania,Europe
2020-04-13,13,0,Albania,Europe
2020-04-12,17,0,Albania,Europe
2020-04-11,7,0,Albania,Europe
2020-04-10,9,1,Albania,Europe
2020-04-09,17,0,Albania,Europe
2020-04-08,6,0,Albania,Europe
2020-04-07,16,1,Albania,Europe
2020-04-06,28,2,Albania,Europe
2020-04-05,29,2,Albania,Europe
2020-04-04,27,1,Albania,Europe
2020-04-03,18,1,Albania,Europe
2020-04-02,16,0,Albania,Europe
2020-04-01,20,3,Albania,Europe
2020-03-31,11,2,Albania,Europe
2020-03-30,15,0,Albania,Europe
2020-03-29,11,1,Albania,Europe
2020-03-28,12,3,Albania,Europe
2020-03-27,28,1,Albania,Europe
2020-03-26,23,0,Albania,Europe
2020-03-25,23,1,Albania,Europe
2020-03-24,11,2,Albania,Europe
2020-03-23,13,0,Albania,Europe
2020-03-22,6,0,Albania,Europe
2020-03-20,11,0,Albania,Europe
2020-03-19,4,1,Albania,Europe
2020-03-18,4,0,Albania,Europe
2020-03-17,9,0,Albania,Europe
2020-03-16,4,0,Albania,Europe
2020-03-15,5,0,Albania,Europe
2020-03-14,10,0,Albania,Europe
2020-03-13,12,0,Albania,Europe
2020-03-12,1,1,Albania,Europe
2020-03-11,4,0,Albania,Europe
2020-03-10,4,0,Albania,Europe
2020-03-09,2,0,Albania,Europe
2020-05-08,185,7,Algeria,Africa
2020-05-07,159,6,Algeria,Africa
2020-05-06,190,5,Algeria,Africa
2020-05-05,174,2,Algeria,Africa
2020-05-04,179,4,Algeria,Africa
2020-05-03,141,6,Algeria,Africa
2020-05-02,148,3,Algeria,Africa
2020-05-01,158,6,Algeria,Africa
2020-04-30,199,7,Algeria,Africa
2020-04-29,132,5,Algeria,Africa
2020-04-28,135,7,Algeria,Africa
2020-04-27,126,6,Algeria,Africa
2020-04-26,129,4,Algeria,Africa
2020-04-25,120,8,Algeria,Africa
2020-04-24,97,5,Algeria,Africa
2020-04-23,99,10,Algeria,Africa
2020-04-22,93,8,Algeria,Africa
2020-04-21,89,9,Algeria,Africa
2020-04-20,94,8,Algeria,Africa
2020-04-19,117,3,Algeria,Africa
2020-04-18,150,16,Algeria,Africa
2020-04-17,108,12,Algeria,Africa
2020-04-16,90,11,Algeria,Africa
2020-04-15,87,12,Algeria,Africa
2020-04-14,69,20,Algeria,Africa
2020-04-13,89,18,Algeria,Africa
2020-04-12,64,19,Algeria,Africa
2020-04-11,95,21,Algeria,Africa
2020-04-10,94,30,Algeria,Africa
2020-04-09,104,12,Algeria,Africa
2020-04-08,45,20,Algeria,Africa
2020-04-07,103,21,Algeria,Africa
2020-04-06,69,22,Algeria,Africa
2020-04-05,80,25,Algeria,Africa
2020-04-04,185,42,Algeria,Africa
2020-04-03,139,5,Algeria,Africa
2020-04-02,131,14,Algeria,Africa
2020-04-01,132,9,Algeria,Africa
2020-03-31,73,4,Algeria,Africa
2020-03-30,57,2,Algeria,Africa
2020-03-29,45,3,Algeria,Africa
2020-03-28,42,1,Algeria,Africa
2020-03-27,65,4,Algeria,Africa
2020-03-26,38,2,Algeria,Africa
2020-03-25,34,2,Algeria,Africa
2020-03-24,29,0,Algeria,Africa
2020-03-23,62,2,Algeria,Africa
2020-03-22,37,5,Algeria,Africa
2020-03-20,18,1,Algeria,Africa
2020-03-19,12,1,Algeria,Africa
2020-03-18,2,1,Algeria,Africa
2020-03-17,10,0,Algeria,Africa
2020-03-16,11,2,Algeria,Africa
2020-03-15,11,0,Algeria,Africa
2020-03-14,1,1,Algeria,Africa
2020-03-13,5,1,Algeria,Africa
2020-03-12,0,0,Algeria,Africa
2020-03-09,3,0,Algeria,Africa
2020-03-06,5,0,Algeria,Africa
2020-03-05,7,0,Algeria,Africa
2020-03-04,2,0,Algeria,Africa
2020-03-02,0,0,Algeria,Africa
2020-03-01,2,0,Algeria,Africa
2020-02-29,0,0,Algeria,Africa
2020-02-28,0,0,Algeria,Africa
2020-02-27,0,0,Algeria,Africa
2020-02-26,1,0,Algeria,Africa
2020-02-25,0,0,Algeria,Africa
2020-02-24,0,0,Algeria,Africa
2020-02-23,0,0,Algeria,Africa
2020-02-22,0,0,Algeria,Africa
2020-02-21,0,0,Algeria,Africa
2020-02-20,0,0,Algeria,Africa
2020-02-19,0,0,Algeria,Africa
2020-02-18,0,0,Algeria,Africa
2020-02-17,0,0,Algeria,Africa
2020-02-16,0,0,Algeria,Africa
2020-02-15,0,0,Algeria,Africa
2020-02-14,0,0,Algeria,Africa
2020-02-13,0,0,Algeria,Africa
2020-02-12,0,0,Algeria,Africa
2020-02-11,0,0,Algeria,Africa
2020-02-10,0,0,Algeria,Africa
2020-02-09,0,0,Algeria,Africa
2020-02-08,0,0,Algeria,Africa
2020-02-07,0,0,Algeria,Africa
2020-02-06,0,0,Algeria,Africa
2020-02-05,0,0,Algeria,Africa
2020-02-04,0,0,Algeria,Africa
2020-02-03,0,0,Algeria,Africa
2020-02-02,0,0,Algeria,Africa
2020-02-01,0,0,Algeria,Africa
2020-01-31,0,0,Algeria,Africa
2020-01-30,0,0,Algeria,Africa
2020-01-29,0,0,Algeria,Africa
2020-01-28,0,0,Algeria,Africa
2020-01-27,0,0,Algeria,Africa
2020-01-26,0,0,Algeria,Africa
2020-01-25,0,0,Algeria,Africa
2020-01-24,0,0,Algeria,Africa
2020-01-23,0,0,Algeria,Africa
2020-01-22,0,0,Algeria,Africa
2020-01-21,0,0,Algeria,Africa
2020-01-20,0,0,Algeria,Africa
2020-01-19,0,0,Algeria,Africa
2020-01-18,0,0,Algeria,Africa
2020-01-17,0,0,Algeria,Africa
2020-01-16,0,0,Algeria,Africa
2020-01-15,0,0,Algeria,Africa
2020-01-14,0,0,Algeria,Africa
2020-01-13,0,0,Algeria,Africa
2020-01-12,0,0,Algeria,Africa
2020-01-11,0,0,Algeria,Africa
2020-01-10,0,0,Algeria,Africa
2020-01-09,0,0,Algeria,Africa
2020-01-08,0,0,Algeria,Africa
2020-01-07,0,0,Algeria,Africa
2020-01-06,0,0,Algeria,Africa
2020-01-05,0,0,Algeria,Africa
2020-01-04,0,0,Algeria,Africa
2020-01-03,0,0,Algeria,Africa
2020-01-02,0,0,Algeria,Africa
2020-01-01,0,0,Algeria,Africa
2019-12-31,0,0,Algeria,Africa
2020-05-08,1,1,Andorra,Europe
2020-05-07,0,0,Andorra,Europe
2020-05-06,1,1,Andorra,Europe
2020-05-05,2,0,Andorra,Europe
2020-05-04,1,1,Andorra,Europe
2020-05-03,1,1,Andorra,Europe
2020-05-02,1,1,Andorra,Europe
2020-05-01,2,0,Andorra,Europe
2020-04-30,0,1,Andorra,Europe
2020-04-29,0,1,Andorra,Europe
2020-04-28,3,0,Andorra,Europe
2020-04-27,7,0,Andorra,Europe
2020-04-26,2,0,Andorra,Europe
2020-04-25,7,3,Andorra,Europe
2020-04-24,1,0,Andorra,Europe
2020-04-23,6,0,Andorra,Europe
2020-04-22,0,1,Andorra,Europe
2020-04-21,4,0,Andorra,Europe
2020-04-20,9,1,Andorra,Europe
2020-04-19,8,0,Andorra,Europe
2020-04-18,14,2,Andorra,Europe
2020-04-17,9,0,Andorra,Europe
2020-04-16,14,2,Andorra,Europe
2020-04-15,13,2,Andorra,Europe
2020-04-14,8,0,Andorra,Europe
2020-04-13,16,1,Andorra,Europe
2020-04-12,21,2,Andorra,Europe
2020-04-11,18,1,Andorra,Europe
2020-04-10,19,2,Andorra,Europe
2020-04-09,19,1,Andorra,Europe
2020-04-08,19,1,Andorra,Europe
2020-04-07,25,3,Andorra,Europe
2020-04-06,35,1,Andorra,Europe
2020-04-05,27,1,Andorra,Europe
2020-04-04,11,1,Andorra,Europe
2020-04-03,38,1,Andorra,Europe
2020-04-02,14,2,Andorra,Europe
2020-04-01,6,4,Andorra,Europe
2020-03-31,36,2,Andorra,Europe
2020-03-30,26,2,Andorra,Europe
2020-03-29,41,1,Andorra,Europe
2020-03-28,43,0,Andorra,Europe
2020-03-27,36,3,Andorra,Europe
2020-03-26,24,0,Andorra,Europe
2020-03-25,31,0,Andorra,Europe
2020-03-24,20,0,Andorra,Europe
2020-03-23,25,0,Andorra,Europe
2020-03-22,13,0,Andorra,Europe
2020-03-20,22,0,Andorra,Europe
2020-03-19,39,0,Andorra,Europe
2020-03-18,0,0,Andorra,Europe
2020-03-17,9,0,Andorra,Europe
2020-03-16,3,0,Andorra,Europe
2020-03-14,1,0,Andorra,Europe
2020-03-03,1,0,Andorra,Europe
2020-05-08,0,0,Angola,Africa
2020-05-07,0,0,Angola,Africa
2020-05-06,1,0,Angola,Africa
2020-05-05,0,0,Angola,Africa
2020-05-04,0,0,Angola,Africa
2020-05-03,6,0,Angola,Africa
2020-05-02,2,0,Angola,Africa
2020-05-01,0,0,Angola,Africa
2020-04-30,0,0,Angola,Africa
2020-04-29,0,0,Angola,Africa
2020-04-28,1,0,Angola,Africa
2020-04-27,1,0,Angola,Africa
2020-04-26,0,0,Angola,Africa
2020-04-25,0,0,Angola,Africa
2020-04-24,1,0,Angola,Africa
2020-04-23,0,0,Angola,Africa
2020-04-22,0,0,Angola,Africa
2020-04-21,0,0,Angola,Africa
2020-04-20,0,0,Angola,Africa
2020-04-19,5,0,Angola,Africa
2020-04-18,0,0,Angola,Africa
2020-04-17,0,0,Angola,Africa
2020-04-16,0,0,Angola,Africa
2020-04-15,0,0,Angola,Africa
2020-04-14,0,0,Angola,Africa
2020-04-13,0,0,Angola,Africa
2020-04-12,0,0,Angola,Africa
2020-04-11,0,0,Angola,Africa
2020-04-10,0,0,Angola,Africa
2020-04-09,2,0,Angola,Africa
2020-04-08,1,0,Angola,Africa
2020-04-07,2,0,Angola,Africa
2020-04-06,4,0,Angola,Africa
2020-04-05,2,0,Angola,Africa
2020-04-04,0,0,Angola,Africa
2020-04-03,0,0,Angola,Africa
2020-04-02,1,0,Angola,Africa
2020-04-01,0,0,Angola,Africa
2020-03-31,0,0,Angola,Africa
2020-03-30,3,2,Angola,Africa
2020-03-29,0,0,Angola,Africa
2020-03-28,1,0,Angola,Africa
2020-03-27,1,0,Angola,Africa
2020-03-26,0,0,Angola,Africa
2020-03-25,0,0,Angola,Africa
2020-03-24,0,0,Angola,Africa
2020-03-23,0,0,Angola,Africa
2020-03-22,2,0,Angola,Africa
2020-05-08,0,0,Anguilla,America
2020-05-07,0,0,Anguilla,America
2020-05-06,0,0,Anguilla,America
2020-05-05,0,0,Anguilla,America
2020-05-04,0,0,Anguilla,America
2020-05-03,0,0,Anguilla,America
2020-05-02,0,0,Anguilla,America
2020-05-01,0,0,Anguilla,America
2020-04-30,0,0,Anguilla,America
2020-04-29,0,0,Anguilla,America
2020-04-28,0,0,Anguilla,America
2020-04-27,0,0,Anguilla,America
2020-04-26,0,0,Anguilla,America
2020-04-25,0,0,Anguilla,America
2020-04-24,0,0,Anguilla,America
2020-04-23,0,0,Anguilla,America
2020-04-22,0,0,Anguilla,America
2020-04-21,0,0,Anguilla,America
2020-04-20,0,0,Anguilla,America
2020-04-19,0,0,Anguilla,America
2020-04-18,0,0,Anguilla,America
2020-04-17,0,0,Anguilla,America
2020-04-16,0,0,Anguilla,America
2020-04-15,0,0,Anguilla,America
2020-04-14,0,0,Anguilla,America
2020-04-13,0,0,Anguilla,America
2020-04-12,0,0,Anguilla,America
2020-04-11,0,0,Anguilla,America
2020-04-10,0,0,Anguilla,America
2020-04-09,0,0,Anguilla,America
2020-04-08,0,0,Anguilla,America
2020-04-07,0,0,Anguilla,America
2020-04-06,0,0,Anguilla,America
2020-04-05,0,0,Anguilla,America
2020-04-04,0,0,Anguilla,America
2020-04-03,1,0,Anguilla,America
2020-04-02,0,0,Anguilla,America
2020-04-01,0,0,Anguilla,America
2020-03-31,0,0,Anguilla,America
2020-03-30,0,0,Anguilla,America
2020-03-29,0,0,Anguilla,America
2020-03-28,0,0,Anguilla,America
2020-03-27,2,0,Anguilla,America
2020-05-08,0,0,Antigua_and_Barbuda,America
2020-05-07,0,0,Antigua_and_Barbuda,America
2020-05-06,0,0,Antigua_and_Barbuda,America
2020-05-05,0,0,Antigua_and_Barbuda,America
2020-05-04,0,0,Antigua_and_Barbuda,America
2020-05-03,0,0,Antigua_and_Barbuda,America
2020-05-02,1,0,Antigua_and_Barbuda,America
2020-05-01,0,0,Antigua_and_Barbuda,America
2020-04-30,0,0,Antigua_and_Barbuda,America
2020-04-29,0,0,Antigua_and_Barbuda,America
2020-04-28,0,0,Antigua_and_Barbuda,America
2020-04-27,0,0,Antigua_and_Barbuda,America
2020-04-26,0,0,Antigua_and_Barbuda,America
2020-04-25,0,0,Antigua_and_Barbuda,America
2020-04-24,0,0,Antigua_and_Barbuda,America
2020-04-23,0,0,Antigua_and_Barbuda,America
2020-04-22,1,0,Antigua_and_Barbuda,America
2020-04-21,0,1,Antigua_and_Barbuda,America
2020-04-20,0,0,Antigua_and_Barbuda,America
2020-04-19,0,0,Antigua_and_Barbuda,America
2020-04-18,0,0,Antigua_and_Barbuda,America
2020-04-17,0,0,Antigua_and_Barbuda,America
2020-04-16,0,0,Antigua_and_Barbuda,America
2020-04-15,0,0,Antigua_and_Barbuda,America
2020-04-14,2,0,Antigua_and_Barbuda,America
2020-04-13,0,0,Antigua_and_Barbuda,America
2020-04-12,0,0,Antigua_and_Barbuda,America
2020-04-11,2,0,Antigua_and_Barbuda,America
2020-04-10,4,2,Antigua_and_Barbuda,America
2020-04-09,0,0,Antigua_and_Barbuda,America
2020-04-08,0,0,Antigua_and_Barbuda,America
2020-04-07,0,0,Antigua_and_Barbuda,America
2020-04-06,0,0,Antigua_and_Barbuda,America
2020-04-05,0,0,Antigua_and_Barbuda,America
2020-04-04,6,0,Antigua_and_Barbuda,America
2020-04-03,2,0,Antigua_and_Barbuda,America
2020-04-02,0,0,Antigua_and_Barbuda,America
2020-04-01,0,0,Antigua_and_Barbuda,America
2020-03-31,0,0,Antigua_and_Barbuda,America
2020-03-30,0,0,Antigua_and_Barbuda,America
2020-03-29,0,0,Antigua_and_Barbuda,America
2020-03-28,0,0,Antigua_and_Barbuda,America
2020-03-27,4,0,Antigua_and_Barbuda,America
2020-03-26,0,0,Antigua_and_Barbuda,America
2020-03-25,2,0,Antigua_and_Barbuda,America
2020-03-24,0,0,Antigua_and_Barbuda,America
2020-03-23,0,0,Antigua_and_Barbuda,America
2020-03-22,0,0,Antigua_and_Barbuda,America
2020-03-15,1,0,Antigua_and_Barbuda,America
2020-05-08,163,9,Argentina,America
2020-05-07,188,9,Argentina,America
2020-05-06,133,4,Argentina,America
2020-05-05,104,14,Argentina,America
2020-05-04,102,9,Argentina,America
2020-05-03,149,12,Argentina,America
2020-05-02,104,7,Argentina,America
2020-05-01,143,4,Argentina,America
2020-04-30,158,7,Argentina,America
2020-04-29,124,10,Argentina,America
2020-04-28,223,11,Argentina,America
2020-04-27,0,1,Argentina,America
2020-04-26,344,18,Argentina,America
2020-04-25,0,2,Argentina,America
2020-04-24,147,6,Argentina,America
2020-04-23,144,8,Argentina,America
2020-04-22,112,9,Argentina,America
2020-04-21,90,8,Argentina,America
2020-04-20,102,2,Argentina,America
2020-04-19,170,10,Argentina,America
2020-04-18,98,7,Argentina,America
2020-04-17,128,6,Argentina,America
2020-04-16,0,4,Argentina,America
2020-04-15,160,7,Argentina,America
2020-04-14,69,3,Argentina,America
2020-04-13,66,6,Argentina,America
2020-04-12,162,7,Argentina,America
2020-04-11,81,3,Argentina,America
2020-04-10,99,14,Argentina,America
2020-04-09,80,5,Argentina,America
2020-04-08,87,7,Argentina,America
2020-04-07,74,7,Argentina,America
2020-04-06,103,3,Argentina,America
2020-04-05,186,6,Argentina,America
2020-04-04,132,3,Argentina,America
2020-04-03,0,3,Argentina,America
2020-04-02,167,7,Argentina,America
2020-04-01,0,0,Argentina,America
2020-03-31,146,4,Argentina,America
2020-03-30,75,1,Argentina,America
2020-03-29,55,2,Argentina,America
2020-03-28,101,5,Argentina,America
2020-03-27,87,4,Argentina,America
2020-03-26,115,2,Argentina,America
2020-03-25,86,2,Argentina,America
2020-03-24,35,0,Argentina,America
2020-03-23,41,0,Argentina,America
2020-03-22,67,1,Argentina,America
2020-03-20,31,1,Argentina,America
2020-03-19,18,0,Argentina,America
2020-03-18,14,0,Argentina,America
2020-03-17,9,0,Argentina,America
2020-03-16,11,0,Argentina,America
2020-03-15,11,0,Argentina,America
2020-03-14,3,1,Argentina,America
2020-03-13,12,0,Argentina,America
2020-03-11,7,0,Argentina,America
2020-03-09,3,0,Argentina,America
2020-03-08,1,1,Argentina,America
2020-03-07,6,0,Argentina,America
2020-03-06,1,0,Argentina,America
2020-03-04,1,0,Argentina,America
2020-05-08,102,2,Armenia,Europe
2020-05-07,163,0,Armenia,Europe
2020-05-06,112,1,Armenia,Europe
2020-05-05,121,4,Armenia,Europe
2020-05-04,113,2,Armenia,Europe
2020-05-03,125,0,Armenia,Europe
2020-05-02,82,1,Armenia,Europe
2020-05-01,134,2,Armenia,Europe
2020-04-30,0,0,Armenia,Europe
2020-04-29,65,0,Armenia,Europe
2020-04-28,59,1,Armenia,Europe
2020-04-27,62,1,Armenia,Europe
2020-04-26,69,0,Armenia,Europe
2020-04-25,81,1,Armenia,Europe
2020-04-24,73,3,Armenia,Europe
2020-04-23,50,0,Armenia,Europe
2020-04-22,72,0,Armenia,Europe
2020-04-21,62,2,Armenia,Europe
2020-04-20,48,2,Armenia,Europe
2020-04-19,43,0,Armenia,Europe
2020-04-18,47,1,Armenia,Europe
2020-04-17,42,1,Armenia,Europe
2020-04-16,48,1,Armenia,Europe
2020-04-15,72,3,Armenia,Europe
2020-04-14,26,1,Armenia,Europe
2020-04-13,46,0,Armenia,Europe
2020-04-12,30,2,Armenia,Europe
2020-04-11,16,1,Armenia,Europe
2020-04-10,40,1,Armenia,Europe
2020-04-09,28,1,Armenia,Europe
2020-04-08,20,0,Armenia,Europe
2020-04-07,11,1,Armenia,Europe
2020-04-06,52,0,Armenia,Europe
2020-04-05,34,0,Armenia,Europe
2020-04-04,73,3,Armenia,Europe
2020-04-03,92,1,Armenia,Europe
2020-04-02,39,0,Armenia,Europe
2020-04-01,50,0,Armenia,Europe
2020-03-31,58,0,Armenia,Europe
2020-03-30,0,0,Armenia,Europe
2020-03-29,52,2,Armenia,Europe
2020-03-28,43,0,Armenia,Europe
2020-03-27,39,1,Armenia,Europe
2020-03-26,25,0,Armenia,Europe
2020-03-25,71,0,Armenia,Europe
2020-03-24,4,0,Armenia,Europe
2020-03-23,30,0,Armenia,Europe
2020-03-22,24,0,Armenia,Europe
2020-03-20,7,0,Armenia,Europe
2020-03-19,37,0,Armenia,Europe
2020-03-18,26,0,Armenia,Europe
2020-03-17,22,0,Armenia,Europe
2020-03-16,10,0,Armenia,Europe
2020-03-15,7,0,Armenia,Europe
2020-03-14,7,0,Armenia,Europe
2020-03-13,2,0,Armenia,Europe
2020-03-12,3,0,Armenia,Europe
2020-03-02,0,0,Armenia,Europe
2020-03-01,1,0,Armenia,Europe
2020-02-29,0,0,Armenia,Europe
2020-02-28,0,0,Armenia,Europe
2020-02-27,0,0,Armenia,Europe
2020-02-26,0,0,Armenia,Europe
2020-02-25,0,0,Armenia,Europe
2020-02-24,0,0,Armenia,Europe
2020-02-23,0,0,Armenia,Europe
2020-02-22,0,0,Armenia,Europe
2020-02-21,0,0,Armenia,Europe
2020-02-20,0,0,Armenia,Europe
2020-02-19,0,0,Armenia,Europe
2020-02-18,0,0,Armenia,Europe
2020-02-17,0,0,Armenia,Europe
2020-02-16,0,0,Armenia,Europe
2020-02-15,0,0,Armenia,Europe
2020-02-14,0,0,Armenia,Europe
2020-02-13,0,0,Armenia,Europe
2020-02-12,0,0,Armenia,Europe
2020-02-11,0,0,Armenia,Europe
2020-02-10,0,0,Armenia,Europe
2020-02-09,0,0,Armenia,Europe
2020-02-08,0,0,Armenia,Europe
2020-02-07,0,0,Armenia,Europe
2020-02-06,0,0,Armenia,Europe
2020-02-05,0,0,Armenia,Europe
2020-02-04,0,0,Armenia,Europe
2020-02-03,0,0,Armenia,Europe
2020-02-02,0,0,Armenia,Europe
2020-02-01,0,0,Armenia,Europe
2020-01-31,0,0,Armenia,Europe
2020-01-30,0,0,Armenia,Europe
2020-01-29,0,0,Armenia,Europe
2020-01-28,0,0,Armenia,Europe
2020-01-27,0,0,Armenia,Europe
2020-01-26,0,0,Armenia,Europe
2020-01-25,0,0,Armenia,Europe
2020-01-24,0,0,Armenia,Europe
2020-01-23,0,0,Armenia,Europe
2020-01-22,0,0,Armenia,Europe
2020-01-21,0,0,Armenia,Europe
2020-01-20,0,0,Armenia,Europe
2020-01-19,0,0,Armenia,Europe
2020-01-18,0,0,Armenia,Europe
2020-01-17,0,0,Armenia,Europe
2020-01-16,0,0,Armenia,Europe
2020-01-15,0,0,Armenia,Europe
2020-01-14,0,0,Armenia,Europe
2020-01-13,0,0,Armenia,Europe
2020-01-12,0,0,Armenia,Europe
2020-01-11,0,0,Armenia,Europe
2020-01-10,0,0,Armenia,Europe
2020-01-09,0,0,Armenia,Europe
2020-01-08,0,0,Armenia,Europe
2020-01-07,0,0,Armenia,Europe
2020-01-06,0,0,Armenia,Europe
2020-01-05,0,0,Armenia,Europe
2020-01-04,0,0,Armenia,Europe
2020-01-03,0,0,Armenia,Europe
2020-01-02,0,0,Armenia,Europe
2020-01-01,0,0,Armenia,Europe
2019-12-31,0,0,Armenia,Europe
2020-05-08,0,1,Aruba,America
2020-05-07,1,0,Aruba,America
2020-05-06,0,0,Aruba,America
2020-05-05,0,0,Aruba,America
2020-05-04,0,0,Aruba,America
2020-05-03,0,0,Aruba,America
